DATEHOUR,LOAD,LOCATION
2019-03-01 18:00,14529.93256,North Central (DFW)
2019-03-01 18:00,3154.068967,South (Corpus Christi)
2019-03-01 18:00,6234.189207,South Central (Austin)
2019-03-01 18:00,1102.475975,West (Abilene)
2019-03-01 19:00,10558.21522,Coast (Houston)
2019-03-01 19:00,1556.432217,East (Tyler)
2019-03-01 19:00,3116.185577,Far West (Midland)
2019-03-01 19:00,911.838627,North (Wichita Falls)
2019-03-01 19:00,14929.03752,North Central (DFW)
2019-03-01 19:00,3160.898877,South (Corpus Christi)
2019-03-01 19:00,6458.277128,South Central (Austin)
2019-03-01 19:00,1120.916656,West (Abilene)
2019-03-01 20:00,10506.07784,Coast (Houston)
2019-03-01 20:00,1577.53408,East (Tyler)
2019-03-01 20:00,3124.372022,Far West (Midland)
2019-03-01 20:00,923.615833,North (Wichita Falls)
2019-03-01 20:00,14938.95785,North Central (DFW)
2019-03-01 20:00,3184.600138,South (Corpus Christi)
2019-03-01 20:00,6511.989735,South Central (Austin)
2019-03-01 20:00,1145.638288,West (Abilene)
2019-03-01 21:00,10331.88069,Coast (Houston)
2019-03-01 21:00,1551.883872,East (Tyler)
2019-03-01 21:00,3115.758901,Far West (Midland)
2019-03-01 21:00,919.693405,North (Wichita Falls)
2019-03-01 21:00,14748.04035,North Central (DFW)
2019-03-01 21:00,3109.97166,South (Corpus Christi)
2019-03-01 21:00,6373.246899,South Central (Austin)
2019-03-01 21:00,1137.617906,West (Abilene)
2019-03-01 22:00,10103.03155,Coast (Houston)
2019-03-01 22:00,1500.181498,East (Tyler)
2019-03-01 22:00,3098.630574,Far West (Midland)
2019-03-01 22:00,906.581352,North (Wichita Falls)
2019-03-01 22:00,14392.51284,North Central (DFW)
2019-03-01 22:00,3030.115182,South (Corpus Christi)
2019-03-01 22:00,6140.54922,South Central (Austin)
2019-03-01 22:00,1118.265537,West (Abilene)
2019-03-01 23:00,9721.129747,Coast (Houston)
2019-03-01 23:00,1428.749551,East (Tyler)
2019-03-01 23:00,3073.979325,Far West (Midland)
2019-03-01 23:00,877.388526,North (Wichita Falls)
2019-03-01 23:00,13758.80577,North Central (DFW)
2019-03-01 23:00,2914.169862,South (Corpus Christi)
2019-03-01 23:00,5795.749588,South Central (Austin)
2019-03-01 23:00,1087.058235,West (Abilene)
2019-03-02 0:00,9224.841811,Coast (Houston)
2019-03-02 0:00,1388.679942,East (Tyler)
2019-03-02 0:00,3017.41973,Far West (Midland)
2019-03-02 0:00,843.335735,North (Wichita Falls)
2019-03-02 0:00,13125.42189,North Central (DFW)
2019-03-02 0:00,2748.662976,South (Corpus Christi)
2019-03-02 0:00,5449.819964,South Central (Austin)
2019-03-02 0:00,1050.279942,West (Abilene)
2019-03-02 1:00,8827.189519,Coast (Houston)
2019-03-02 1:00,1329.908249,East (Tyler)
2019-03-02 1:00,3008.715227,Far West (Midland)
2019-03-02 1:00,825.732919,North (Wichita Falls)
2019-03-02 1:00,12605.14834,North Central (DFW)
2019-03-02 1:00,2596.963814,South (Corpus Christi)
2019-03-02 1:00,5122.864919,South Central (Austin)
2019-03-02 1:00,1029.836704,West (Abilene)
2019-03-02 2:00,8567.541948,Coast (Houston)
2019-03-02 2:00,1295.496668,East (Tyler)
2019-03-02 2:00,2990.682174,Far West (Midland)
2019-03-02 2:00,821.630959,North (Wichita Falls)
2019-03-02 2:00,12305.56254,North Central (DFW)
2019-03-02 2:00,2490.801752,South (Corpus Christi)
2019-03-02 2:00,4917.855703,South Central (Austin)
2019-03-02 2:00,1013.994642,West (Abilene)
2019-03-02 3:00,8411.111119,Coast (Houston)
2019-03-02 3:00,1294.518132,East (Tyler)
2019-03-02 3:00,2979.964999,Far West (Midland)
2019-03-02 3:00,822.794211,North (Wichita Falls)
2019-03-02 3:00,12191.99947,North Central (DFW)
2019-03-02 3:00,2412.228596,South (Corpus Christi)
2019-03-02 3:00,4831.019414,South Central (Austin)
2019-03-02 3:00,1009.849064,West (Abilene)
2019-03-02 4:00,8349.747818,Coast (Houston)
2019-03-02 4:00,1231.40777,East (Tyler)
2019-03-02 4:00,3000.613136,Far West (Midland)
2019-03-02 4:00,832.297192,North (Wichita Falls)
2019-03-02 4:00,12284.83497,North Central (DFW)
2019-03-02 4:00,2379.798887,South (Corpus Christi)
2019-03-02 4:00,4817.611734,South Central (Austin)
2019-03-02 4:00,1017.788597,West (Abilene)
2019-03-02 5:00,8392.153548,Coast (Houston)
2019-03-02 5:00,1243.093098,East (Tyler)
2019-03-02 5:00,3014.347833,Far West (Midland)
2019-03-02 5:00,845.212142,North (Wichita Falls)
2019-03-02 5:00,12526.33149,North Central (DFW)
2019-03-02 5:00,2375.060199,South (Corpus Christi)
2019-03-02 5:00,4859.843544,South Central (Austin)
2019-03-02 5:00,1031.387184,West (Abilene)
2019-03-02 6:00,8580.979876,Coast (Houston)
2019-03-02 6:00,1314.367238,East (Tyler)
2019-03-02 6:00,3041.765325,Far West (Midland)
2019-03-02 6:00,874.553119,North (Wichita Falls)
2019-03-02 6:00,12993.11614,North Central (DFW)
2019-03-02 6:00,2422.120125,South (Corpus Christi)
2019-03-02 6:00,5059.151988,South Central (Austin)
2019-03-02 6:00,1060.355487,West (Abilene)
2019-03-02 7:00,8891.916911,Coast (Houston)
2019-03-02 7:00,1397.709635,East (Tyler)
2019-03-02 7:00,3065.257424,Far West (Midland)
2019-03-02 7:00,904.491654,North (Wichita Falls)
2019-03-02 7:00,13689.88346,North Central (DFW)
2019-03-02 7:00,2508.948495,South (Corpus Christi)
2019-03-02 7:00,5391.333904,South Central (Austin)
2019-03-02 7:00,1107.286125,West (Abilene)
2019-03-02 8:00,9228.774417,Coast (Houston)
2019-03-02 8:00,1445.066401,East (Tyler)
2019-03-02 8:00,3097.781136,Far West (Midland)
2019-03-02 8:00,937.525159,North (Wichita Falls)
2019-03-02 8:00,14289.16816,North Central (DFW)
2019-03-02 8:00,2593.015412,South (Corpus Christi)
2019-03-02 8:00,5687.126381,South Central (Austin)
2019-03-02 8:00,1164.656784,West (Abilene)
2019-03-02 9:00,9601.985903,Coast (Houston)
2019-03-02 9:00,1496.823437,East (Tyler)
2019-03-02 9:00,3118.513346,Far West (Midland)
2019-03-02 9:00,962.096511,North (Wichita Falls)
2019-03-02 9:00,14909.9443,North Central (DFW)
2019-03-02 9:00,2753.375083,South (Corpus Christi)
2019-03-02 9:00,6005.831459,South Central (Austin)
2019-03-02 9:00,1216.949628,West (Abilene)
2019-03-02 10:00,9857.402125,Coast (Houston)
2019-03-02 10:00,1489.840063,East (Tyler)
2019-03-02 10:00,3165.023746,Far West (Midland)
2019-03-02 10:00,969.884609,North (Wichita Falls)
2019-03-02 10:00,15300.33839,North Central (DFW)
2019-03-02 10:00,2910.440566,South (Corpus Christi)
2019-03-02 10:00,6189.842971,South Central (Austin)
2019-03-02 10:00,1247.868358,West (Abilene)
2019-03-02 11:00,9968.571956,Coast (Houston)
2019-03-02 11:00,1509.527714,East (Tyler)
2019-03-02 11:00,3191.788353,Far West (Midland)
2019-03-02 11:00,965.614771,North (Wichita Falls)
2019-03-02 11:00,15349.97954,North Central (DFW)
2019-03-02 11:00,3035.648737,South (Corpus Christi)
2019-03-02 11:00,6267.466179,South Central (Austin)
2019-03-02 11:00,1260.548919,West (Abilene)
2019-03-02 12:00,9989.998115,Coast (Houston)
2019-03-02 12:00,1478.730948,East (Tyler)
2019-03-02 12:00,3207.082358,Far West (Midland)
2019-03-02 12:00,949.847458,North (Wichita Falls)
2019-03-02 12:00,15242.58807,North Central (DFW)
2019-03-02 12:00,3137.558471,South (Corpus Christi)
2019-03-02 12:00,6239.870306,South Central (Austin)
2019-03-02 12:00,1258.488027,West (Abilene)
2019-03-02 13:00,9945.089139,Coast (Houston)
2019-03-02 13:00,1450.446476,East (Tyler)
2019-03-02 13:00,3205.575277,Far West (Midland)
2019-03-02 13:00,927.200446,North (Wichita Falls)
2019-03-02 13:00,14966.14135,North Central (DFW)
2019-03-02 13:00,3194.240998,South (Corpus Christi)
2019-03-02 13:00,6114.031383,South Central (Austin)
2019-03-02 13:00,1253.211631,West (Abilene)
2019-03-02 14:00,9937.59461,Coast (Houston)
2019-03-02 14:00,1435.491018,East (Tyler)
2019-03-02 14:00,3199.37141,Far West (Midland)
2019-03-02 14:00,916.225496,North (Wichita Falls)
2019-03-02 14:00,14777.48464,North Central (DFW)
2019-03-02 14:00,3264.219065,South (Corpus Christi)
2019-03-02 14:00,5975.734,South Central (Austin)
2019-03-02 14:00,1237.063186,West (Abilene)
2019-03-02 15:00,9986.218762,Coast (Houston)
2019-03-02 15:00,1394.194205,East (Tyler)
2019-03-02 15:00,3174.62337,Far West (Midland)
2019-03-02 15:00,910.139887,North (Wichita Falls)
2019-03-02 15:00,14639.71335,North Central (DFW)
2019-03-02 15:00,3327.262693,South (Corpus Christi)
2019-03-02 15:00,5848.71255,South Central (Austin)
2019-03-02 15:00,1225.845621,West (Abilene)
2019-03-02 16:00,10042.57175,Coast (Houston)
2019-03-02 16:00,1382.664548,East (Tyler)
2019-03-02 16:00,3167.681476,Far West (Midland)
2019-03-02 16:00,899.394522,North (Wichita Falls)
2019-03-02 16:00,14568.69378,North Central (DFW)
2019-03-02 16:00,3378.821989,South (Corpus Christi)
2019-03-02 16:00,5787.433095,South Central (Austin)
2019-03-02 16:00,1223.592877,West (Abilene)
2019-03-02 17:00,10050.1896,Coast (Houston)
2019-03-02 17:00,1386.327489,East (Tyler)
2019-03-02 17:00,3177.028686,Far West (Midland)
2019-03-02 17:00,905.649055,North (Wichita Falls)
2019-03-02 17:00,14624.20562,North Central (DFW)
2019-03-02 17:00,3380.981168,South (Corpus Christi)
2019-03-02 17:00,5790.668528,South Central (Austin)
2019-03-02 17:00,1239.067189,West (Abilene)
2019-03-02 18:00,10111.70947,Coast (Houston)
2019-03-02 18:00,1421.319123,East (Tyler)
2019-03-02 18:00,3193.010204,Far West (Midland)
2019-03-02 18:00,914.252785,North (Wichita Falls)
2019-03-02 18:00,14835.16296,North Central (DFW)
2019-03-02 18:00,3329.78433,South (Corpus Christi)
2019-03-02 18:00,5988.076231,South Central (Austin)
2019-03-02 18:00,1254.739687,West (Abilene)
2019-03-02 19:00,10328.98933,Coast (Houston)
2019-03-02 19:00,1460.423636,East (Tyler)
2019-03-02 19:00,3203.870682,Far West (Midland)
2019-03-02 19:00,928.476835,North (Wichita Falls)
2019-03-02 19:00,15081.47967,North Central (DFW)
2019-03-02 19:00,3297.782458,South (Corpus Christi)
2019-03-02 19:00,6264.05833,South Central (Austin)
2019-03-02 19:00,1282.617598,West (Abilene)
2019-03-02 20:00,10350.86599,Coast (Houston)
2019-03-02 20:00,1465.526494,East (Tyler)
2019-03-02 20:00,3264.655783,Far West (Midland)
2019-03-02 20:00,934.07874,North (Wichita Falls)
2019-03-02 20:00,14974.33281,North Central (DFW)
2019-03-02 20:00,3314.866759,South (Corpus Christi)
2019-03-02 20:00,6357.181383,South Central (Austin)
2019-03-02 20:00,1301.977863,West (Abilene)
2019-03-02 21:00,10158.07129,Coast (Houston)
2019-03-02 21:00,1438.129013,East (Tyler)
2019-03-02 21:00,3255.900572,Far West (Midland)
2019-03-02 21:00,926.251831,North (Wichita Falls)
2019-03-02 21:00,14663.90079,North Central (DFW)
2019-03-02 21:00,3206.740872,South (Corpus Christi)
2019-03-02 21:00,6261.830896,South Central (Austin)
2019-03-02 21:00,1291.653835,West (Abilene)
2019-03-02 22:00,9885.264326,Coast (Houston)
2019-03-02 22:00,1407.843828,East (Tyler)
2019-03-02 22:00,3247.249603,Far West (Midland)
2019-03-02 22:00,912.507494,North (Wichita Falls)
2019-03-02 22:00,14244.58069,North Central (DFW)
2019-03-02 22:00,3090.480033,South (Corpus Christi)
2019-03-02 22:00,6099.390399,South Central (Austin)
2019-03-02 22:00,1270.129974,West (Abilene)
2019-03-02 23:00,9533.179304,Coast (Houston)
2019-03-02 23:00,1345.195782,East (Tyler)
2019-03-02 23:00,3228.815364,Far West (Midland)
2019-03-02 23:00,888.725637,North (Wichita Falls)
2019-03-02 23:00,13680.63827,North Central (DFW)
2019-03-02 23:00,2966.679289,South (Corpus Christi)
2019-03-02 23:00,5871.502716,South Central (Austin)
2019-03-02 23:00,1234.541339,West (Abilene)
2019-03-03 0:00,9084.03292,Coast (Houston)
2019-03-03 0:00,1295.066318,East (Tyler)
2019-03-03 0:00,3213.254135,Far West (Midland)
2019-03-03 0:00,862.949526,North (Wichita Falls)
2019-03-03 0:00,13090.99779,North Central (DFW)
2019-03-03 0:00,2816.601624,South (Corpus Christi)
2019-03-03 0:00,5607.848967,South Central (Austin)
2019-03-03 0:00,1195.145335,West (Abilene)
2019-03-03 1:00,8712.093545,Coast (Houston)
2019-03-03 1:00,1241.080149,East (Tyler)
2019-03-03 1:00,3212.941398,Far West (Midland)
2019-03-03 1:00,846.30271,North (Wichita Falls)
2019-03-03 1:00,12685.1824,North Central (DFW)
2019-03-03 1:00,2669.953943,South (Corpus Christi)
2019-03-03 1:00,5376.929508,South Central (Austin)
2019-03-03 1:00,1177.362068,West (Abilene)
2019-03-03 2:00,8474.896237,Coast (Houston)
2019-03-03 2:00,1228.00725,East (Tyler)
2019-03-03 2:00,3189.509087,Far West (Midland)
2019-03-03 2:00,838.093647,North (Wichita Falls)
2019-03-03 2:00,12367.05044,North Central (DFW)
2019-03-03 2:00,2548.878611,South (Corpus Christi)
2019-03-03 2:00,5219.64696,South Central (Austin)
2019-03-03 2:00,1160.749335,West (Abilene)
2019-03-03 3:00,8324.297306,Coast (Houston)
2019-03-03 3:00,1207.274612,East (Tyler)
2019-03-03 3:00,3202.273045,Far West (Midland)
2019-03-03 3:00,843.189365,North (Wichita Falls)
2019-03-03 3:00,12266.23939,North Central (DFW)
2019-03-03 3:00,2471.358426,South (Corpus Christi)
2019-03-03 3:00,5177.240623,South Central (Austin)
2019-03-03 3:00,1161.596352,West (Abilene)
2019-03-03 4:00,8223.464342,Coast (Houston)
2019-03-03 4:00,1210.439387,East (Tyler)
2019-03-03 4:00,3224.321204,Far West (Midland)
2019-03-03 4:00,851.414945,North (Wichita Falls)
2019-03-03 4:00,12328.72539,North Central (DFW)
2019-03-03 4:00,2416.082712,South (Corpus Christi)
2019-03-03 4:00,5156.609051,South Central (Austin)
2019-03-03 4:00,1168.117559,West (Abilene)
2019-03-03 5:00,8194.054135,Coast (Houston)
2019-03-03 5:00,1225.592086,East (Tyler)
2019-03-03 5:00,3233.866798,Far West (Midland)
2019-03-03 5:00,868.639553,North (Wichita Falls)
2019-03-03 5:00,12681.01282,North Central (DFW)
2019-03-03 5:00,2395.94448,South (Corpus Christi)
2019-03-03 5:00,5202.680841,South Central (Austin)
2019-03-03 5:00,1188.232686,West (Abilene)
2019-03-03 6:00,8273.562757,Coast (Houston)
2019-03-03 6:00,1256.873392,East (Tyler)
2019-03-03 6:00,3251.504612,Far West (Midland)
2019-03-03 6:00,904.568225,North (Wichita Falls)
2019-03-03 6:00,13178.89995,North Central (DFW)
2019-03-03 6:00,2424.612609,South (Corpus Christi)
2019-03-03 6:00,5330.711615,South Central (Austin)
2019-03-03 6:00,1219.897,West (Abilene)
2019-03-03 7:00,8441.752541,Coast (Houston)
2019-03-03 7:00,1316.635992,East (Tyler)
2019-03-03 7:00,3277.751379,Far West (Midland)
2019-03-03 7:00,953.302964,North (Wichita Falls)
2019-03-03 7:00,13886.62065,North Central (DFW)
2019-03-03 7:00,2489.964901,South (Corpus Christi)
2019-03-03 7:00,5669.045624,South Central (Austin)
2019-03-03 7:00,1272.449533,West (Abilene)
2019-03-03 8:00,8647.948242,Coast (Houston)
2019-03-03 8:00,1400.35352,East (Tyler)
2019-03-03 8:00,3313.681404,Far West (Midland)
2019-03-03 8:00,991.17756,North (Wichita Falls)
2019-03-03 8:00,14647.08182,North Central (DFW)
2019-03-03 8:00,2539.854213,South (Corpus Christi)
2019-03-03 8:00,6040.473131,South Central (Austin)
2019-03-03 8:00,1336.460773,West (Abilene)
2019-03-03 9:00,9034.403157,Coast (Houston)
2019-03-03 9:00,1453.137484,East (Tyler)
2019-03-03 9:00,3356.062268,Far West (Midland)
2019-03-03 9:00,1034.103661,North (Wichita Falls)
2019-03-03 9:00,15543.15349,North Central (DFW)
2019-03-03 9:00,2711.269321,South (Corpus Christi)
2019-03-03 9:00,6387.849375,South Central (Austin)
2019-03-03 9:00,1383.603852,West (Abilene)
2019-03-03 10:00,9438.089161,Coast (Houston)
2019-03-03 10:00,1535.966415,East (Tyler)
2019-03-03 10:00,3407.275159,Far West (Midland)
2019-03-03 10:00,1058.433552,North (Wichita Falls)
2019-03-03 10:00,16248.54426,North Central (DFW)
2019-03-03 10:00,2920.929584,South (Corpus Christi)
2019-03-03 10:00,6705.826598,South Central (Austin)
2019-03-03 10:00,1413.173108,West (Abilene)
2019-03-03 11:00,9750.126773,Coast (Houston)
2019-03-03 11:00,1562.172965,East (Tyler)
2019-03-03 11:00,3455.456723,Far West (Midland)
2019-03-03 11:00,1057.203951,North (Wichita Falls)
2019-03-03 11:00,16662.1851,North Central (DFW)
2019-03-03 11:00,3109.26442,South (Corpus Christi)
2019-03-03 11:00,6913.132629,South Central (Austin)
2019-03-03 11:00,1421.039953,West (Abilene)
2019-03-03 12:00,9968.59605,Coast (Houston)
2019-03-03 12:00,1576.715218,East (Tyler)
2019-03-03 12:00,3478.86118,Far West (Midland)
2019-03-03 12:00,1038.696208,North (Wichita Falls)
2019-03-03 12:00,16652.61588,North Central (DFW)
2019-03-03 12:00,3252.218172,South (Corpus Christi)
2019-03-03 12:00,7009.728647,South Central (Austin)
2019-03-03 12:00,1415.63536,West (Abilene)
2019-03-03 13:00,10100.65015,Coast (Houston)
2019-03-03 13:00,1596.625808,East (Tyler)
2019-03-03 13:00,3494.282215,Far West (Midland)
2019-03-03 13:00,1018.961668,North (Wichita Falls)
2019-03-03 13:00,16400.59855,North Central (DFW)
2019-03-03 13:00,3326.926157,South (Corpus Christi)
2019-03-03 13:00,7012.277268,South Central (Austin)
2019-03-03 13:00,1415.786402,West (Abilene)
2019-03-03 14:00,10230.39065,Coast (Houston)
2019-03-03 14:00,1597.131566,East (Tyler)
2019-03-03 14:00,3507.695162,Far West (Midland)
2019-03-03 14:00,1002.954897,North (Wichita Falls)
2019-03-03 14:00,15980.07391,North Central (DFW)
2019-03-03 14:00,3319.865402,South (Corpus Christi)
2019-03-03 14:00,6965.029123,South Central (Austin)
2019-03-03 14:00,1402.995242,West (Abilene)
2019-03-03 15:00,10256.9396,Coast (Houston)
2019-03-03 15:00,1582.586609,East (Tyler)
2019-03-03 15:00,3529.268931,Far West (Midland)
2019-03-03 15:00,994.88442,North (Wichita Falls)
2019-03-03 15:00,15666.42585,North Central (DFW)
2019-03-03 15:00,3169.773105,South (Corpus Christi)
2019-03-03 15:00,6977.972721,South Central (Austin)
2019-03-03 15:00,1391.809852,West (Abilene)
2019-03-03 16:00,10320.58344,Coast (Houston)
2019-03-03 16:00,1622.956173,East (Tyler)
2019-03-03 16:00,3542.88727,Far West (Midland)
2019-03-03 16:00,993.042316,North (Wichita Falls)
2019-03-03 16:00,15705.122,North Central (DFW)
2019-03-03 16:00,3053.073085,South (Corpus Christi)
2019-03-03 16:00,7114.198309,South Central (Austin)
2019-03-03 16:00,1380.833916,West (Abilene)
2019-03-03 17:00,10431.94487,Coast (Houston)
2019-03-03 17:00,1664.667752,East (Tyler)
2019-03-03 17:00,3550.641981,Far West (Midland)
2019-03-03 17:00,1005.267704,North (Wichita Falls)
2019-03-03 17:00,16043.61737,North Central (DFW)
2019-03-03 17:00,3002.666027,South (Corpus Christi)
2019-03-03 17:00,7313.897374,South Central (Austin)
2019-03-03 17:00,1383.692055,West (Abilene)
2019-03-03 18:00,10644.38284,Coast (Houston)
2019-03-03 18:00,1741.996294,East (Tyler)
2019-03-03 18:00,3570.401638,Far West (Midland)
2019-03-03 18:00,1035.667174,North (Wichita Falls)
2019-03-03 18:00,16754.8418,North Central (DFW)
2019-03-03 18:00,3025.718478,South (Corpus Christi)
2019-03-03 18:00,7702.432799,South Central (Austin)
2019-03-03 18:00,1410.230719,West (Abilene)
2019-03-03 19:00,11233.18716,Coast (Houston)
2019-03-03 19:00,1836.894621,East (Tyler)
2019-03-03 19:00,3597.097001,Far West (Midland)
2019-03-03 19:00,1086.9727,North (Wichita Falls)
2019-03-03 19:00,17811.47481,North Central (DFW)
2019-03-03 19:00,3169.741054,South (Corpus Christi)
2019-03-03 19:00,8175.011518,South Central (Austin)
2019-03-03 19:00,1465.509389,West (Abilene)
2019-03-03 20:00,11661.69679,Coast (Houston)
2019-03-03 20:00,1899.419345,East (Tyler)
2019-03-03 20:00,3658.730805,Far West (Midland)
2019-03-03 20:00,1133.648491,North (Wichita Falls)
2019-03-03 20:00,18589.30814,North Central (DFW)
2019-03-03 20:00,3337.262235,South (Corpus Christi)
2019-03-03 20:00,8533.313064,South Central (Austin)
2019-03-03 20:00,1532.706005,West (Abilene)
2019-03-03 21:00,11674.33838,Coast (Houston)
2019-03-03 21:00,1913.356553,East (Tyler)
2019-03-03 21:00,3650.367535,Far West (Midland)
2019-03-03 21:00,1146.786949,North (Wichita Falls)
2019-03-03 21:00,18820.59679,North Central (DFW)
2019-03-03 21:00,3366.851387,South (Corpus Christi)
2019-03-03 21:00,8548.033718,South Central (Austin)
2019-03-03 21:00,1548.406465,West (Abilene)
2019-03-03 22:00,11518.77145,Coast (Houston)
2019-03-03 22:00,1868.989426,East (Tyler)
2019-03-03 22:00,3611.520333,Far West (Midland)
2019-03-03 22:00,1133.395926,North (Wichita Falls)
2019-03-03 22:00,18583.67036,North Central (DFW)
2019-03-03 22:00,3332.448787,South (Corpus Christi)
2019-03-03 22:00,8452.541774,South Central (Austin)
2019-03-03 22:00,1536.344559,West (Abilene)
2019-03-03 23:00,11091.62328,Coast (Houston)
2019-03-03 23:00,1824.466556,East (Tyler)
2019-03-03 23:00,3562.359234,Far West (Midland)
2019-03-03 23:00,1101.837157,North (Wichita Falls)
2019-03-03 23:00,17868.76213,North Central (DFW)
2019-03-03 23:00,3215.607542,South (Corpus Christi)
2019-03-03 23:00,8099.423248,South Central (Austin)
2019-03-03 23:00,1491.496161,West (Abilene)
2019-03-04 0:00,10610.40233,Coast (Houston)
2019-03-04 0:00,1768.054838,East (Tyler)
2019-03-04 0:00,3542.709393,Far West (Midland)
2019-03-04 0:00,1078.454005,North (Wichita Falls)
2019-03-04 0:00,17298.53427,North Central (DFW)
2019-03-04 0:00,3066.165271,South (Corpus Christi)
2019-03-04 0:00,7808.644957,South Central (Austin)
2019-03-04 0:00,1457.833757,West (Abilene)
2019-03-04 1:00,10266.77945,Coast (Houston)
2019-03-04 1:00,1737.783324,East (Tyler)
2019-03-04 1:00,3524.934442,Far West (Midland)
2019-03-04 1:00,1070.47752,North (Wichita Falls)
2019-03-04 1:00,16974.35912,North Central (DFW)
2019-03-04 1:00,2957.30472,South (Corpus Christi)
2019-03-04 1:00,7677.818607,South Central (Austin)
2019-03-04 1:00,1448.469605,West (Abilene)
2019-03-04 2:00,10140.21017,Coast (Houston)
2019-03-04 2:00,1728.620029,East (Tyler)
2019-03-04 2:00,3503.114427,Far West (Midland)
2019-03-04 2:00,1074.365021,North (Wichita Falls)
2019-03-04 2:00,16891.72604,North Central (DFW)
2019-03-04 2:00,2887.347309,South (Corpus Christi)
2019-03-04 2:00,7701.968832,South Central (Austin)
2019-03-04 2:00,1462.930028,West (Abilene)
2019-03-04 3:00,10156.8068,Coast (Houston)
2019-03-04 3:00,1756.840402,East (Tyler)
2019-03-04 3:00,3516.608683,Far West (Midland)
2019-03-04 3:00,1083.205544,North (Wichita Falls)
2019-03-04 3:00,17003.01956,North Central (DFW)
2019-03-04 3:00,2871.941857,South (Corpus Christi)
2019-03-04 3:00,7835.579819,South Central (Austin)
2019-03-04 3:00,1482.227879,West (Abilene)
2019-03-04 4:00,10322.93595,Coast (Houston)
2019-03-04 4:00,1784.473156,East (Tyler)
2019-03-04 4:00,3531.246833,Far West (Midland)
2019-03-04 4:00,1098.755807,North (Wichita Falls)
2019-03-04 4:00,17362.81228,North Central (DFW)
2019-03-04 4:00,2924.137978,South (Corpus Christi)
2019-03-04 4:00,8073.071324,South Central (Austin)
2019-03-04 4:00,1509.785256,West (Abilene)
2019-03-04 5:00,10802.67397,Coast (Houston)
2019-03-04 5:00,1804.918387,East (Tyler)
2019-03-04 5:00,3538.125517,Far West (Midland)
2019-03-04 5:00,1124.343449,North (Wichita Falls)
2019-03-04 5:00,18144.02666,North Central (DFW)
2019-03-04 5:00,3105.296283,South (Corpus Christi)
2019-03-04 5:00,8482.287888,South Central (Austin)
2019-03-04 5:00,1551.650163,West (Abilene)
2019-03-04 6:00,11722.19602,Coast (Houston)
2019-03-04 6:00,1938.370942,East (Tyler)
2019-03-04 6:00,3562.543126,Far West (Midland)
2019-03-04 6:00,1184.099231,North (Wichita Falls)
2019-03-04 6:00,19430.42297,North Central (DFW)
2019-03-04 6:00,3417.919696,South (Corpus Christi)
2019-03-04 6:00,9207.021011,South Central (Austin)
2019-03-04 6:00,1634.918943,West (Abilene)
2019-03-04 7:00,12891.19038,Coast (Houston)
2019-03-04 7:00,2134.331613,East (Tyler)
2019-03-04 7:00,3663.308649,Far West (Midland)
2019-03-04 7:00,1267.995584,North (Wichita Falls)
2019-03-04 7:00,21108.27599,North Central (DFW)
2019-03-04 7:00,3995.764648,South (Corpus Christi)
2019-03-04 7:00,10164.43632,South Central (Austin)
2019-03-04 7:00,1765.622991,West (Abilene)
2019-03-04 8:00,13385.01597,Coast (Houston)
2019-03-04 8:00,2175.742708,East (Tyler)
2019-03-04 8:00,3715.733028,Far West (Midland)
2019-03-04 8:00,1295.196192,North (Wichita Falls)
2019-03-04 8:00,21588.06796,North Central (DFW)
2019-03-04 8:00,4273.654593,South (Corpus Christi)
2019-03-04 8:00,10433.36414,South Central (Austin)
2019-03-04 8:00,1805.871294,West (Abilene)
2019-03-04 9:00,13613.78337,Coast (Houston)
2019-03-04 9:00,2138.810545,East (Tyler)
2019-03-04 9:00,3713.951284,Far West (Midland)
2019-03-04 9:00,1286.263691,North (Wichita Falls)
2019-03-04 9:00,21287.72664,North Central (DFW)
2019-03-04 9:00,4356.221933,South (Corpus Christi)
2019-03-04 9:00,10281.99613,South Central (Austin)
2019-03-04 9:00,1784.228104,West (Abilene)
2019-03-04 10:00,13870.5053,Coast (Houston)
2019-03-04 10:00,2120.539008,East (Tyler)
2019-03-04 10:00,3722.898613,Far West (Midland)
2019-03-04 10:00,1267.06831,North (Wichita Falls)
2019-03-04 10:00,20985.5302,North Central (DFW)
2019-03-04 10:00,4476.526499,South (Corpus Christi)
2019-03-04 10:00,10154.01238,South Central (Austin)
2019-03-04 10:00,1761.164504,West (Abilene)
2019-03-04 11:00,14011.14961,Coast (Houston)
2019-03-04 11:00,2093.786328,East (Tyler)
2019-03-04 11:00,3688.015027,Far West (Midland)
2019-03-04 11:00,1237.414215,North (Wichita Falls)
2019-03-04 11:00,20550.15781,North Central (DFW)
2019-03-04 11:00,4559.990392,South (Corpus Christi)
2019-03-04 11:00,10004.33947,South Central (Austin)
2019-03-04 11:00,1728.959047,West (Abilene)
2019-03-04 12:00,13947.25484,Coast (Houston)
2019-03-04 12:00,2048.462171,East (Tyler)
2019-03-04 12:00,3645.826956,Far West (Midland)
2019-03-04 12:00,1196.026614,North (Wichita Falls)
2019-03-04 12:00,19888.56972,North Central (DFW)
2019-03-04 12:00,4602.926455,South (Corpus Christi)
2019-03-04 12:00,9778.324691,South Central (Austin)
2019-03-04 12:00,1689.868361,West (Abilene)
2019-03-04 13:00,13709.06788,Coast (Houston)
2019-03-04 13:00,2000.076414,East (Tyler)
