DATEHOUR,LOAD,LOCATION
2017-02-27 15:00,"1,400.17",East (Tyler)
2017-02-27 15:00,"2,221.00",Far West (Midland)
2017-02-27 15:00,728.67,North (Wichita Falls)
2017-02-27 15:00,"11,420.90",North Central (DFW)
2017-02-27 15:00,"3,822.21",South (Corpus Christi)
2017-02-27 15:00,"6,177.81",South Central (Austin)
2017-02-27 15:00,"1,096.88",West (Abilene)
2017-02-27 16:00,"12,557.31",Coast (Houston)
2017-02-27 16:00,"1,401.29",East (Tyler)
2017-02-27 16:00,"2,231.79",Far West (Midland)
2017-02-27 16:00,722.54,North (Wichita Falls)
2017-02-27 16:00,"11,421.99",North Central (DFW)
2017-02-27 16:00,"3,928.83",South (Corpus Christi)
2017-02-27 16:00,"6,355.44",South Central (Austin)
2017-02-27 16:00,"1,115.48",West (Abilene)
2017-02-27 17:00,"12,454.54",Coast (Houston)
2017-02-27 17:00,"1,413.15",East (Tyler)
2017-02-27 17:00,"2,230.10",Far West (Midland)
2017-02-27 17:00,723.76,North (Wichita Falls)
2017-02-27 17:00,"11,549.05",North Central (DFW)
2017-02-27 17:00,"3,968.09",South (Corpus Christi)
2017-02-27 17:00,"6,504.13",South Central (Austin)
2017-02-27 17:00,"1,125.44",West (Abilene)
2017-02-27 18:00,"12,190.12",Coast (Houston)
2017-02-27 18:00,"1,403.45",East (Tyler)
2017-02-27 18:00,"2,210.97",Far West (Midland)
2017-02-27 18:00,726.38,North (Wichita Falls)
2017-02-27 18:00,"11,696.25",North Central (DFW)
2017-02-27 18:00,"3,849.47",South (Corpus Christi)
2017-02-27 18:00,"6,555.99",South Central (Austin)
2017-02-27 18:00,"1,116.71",West (Abilene)
2017-02-27 19:00,"12,137.50",Coast (Houston)
2017-02-27 19:00,"1,434.36",East (Tyler)
2017-02-27 19:00,"2,205.95",Far West (Midland)
2017-02-27 19:00,749.9,North (Wichita Falls)
2017-02-27 19:00,"12,134.40",North Central (DFW)
2017-02-27 19:00,"3,737.40",South (Corpus Christi)
2017-02-27 19:00,"6,685.30",South Central (Austin)
2017-02-27 19:00,"1,127.71",West (Abilene)
2017-02-27 20:00,"12,162.79",Coast (Houston)
2017-02-27 20:00,"1,460.88",East (Tyler)
2017-02-27 20:00,"2,255.16",Far West (Midland)
2017-02-27 20:00,762.15,North (Wichita Falls)
2017-02-27 20:00,"12,410.82",North Central (DFW)
2017-02-27 20:00,"3,763.19",South (Corpus Christi)
2017-02-27 20:00,"6,802.12",South Central (Austin)
2017-02-27 20:00,"1,154.42",West (Abilene)
2017-02-27 21:00,"11,911.65",Coast (Houston)
2017-02-27 21:00,"1,421.21",East (Tyler)
2017-02-27 21:00,"2,242.63",Far West (Midland)
2017-02-27 21:00,746.83,North (Wichita Falls)
2017-02-27 21:00,"12,127.88",North Central (DFW)
2017-02-27 21:00,"3,650.22",South (Corpus Christi)
2017-02-27 21:00,"6,620.72",South Central (Austin)
2017-02-27 21:00,"1,124.17",West (Abilene)
2017-02-27 22:00,"11,453.31",Coast (Houston)
2017-02-27 22:00,"1,348.34",East (Tyler)
2017-02-27 22:00,"2,201.13",Far West (Midland)
2017-02-27 22:00,715.64,North (Wichita Falls)
2017-02-27 22:00,"11,513.26",North Central (DFW)
2017-02-27 22:00,"3,479.24",South (Corpus Christi)
2017-02-27 22:00,"6,225.75",South Central (Austin)
2017-02-27 22:00,"1,077.74",West (Abilene)
2017-02-27 23:00,"10,763.41",Coast (Houston)
2017-02-27 23:00,"1,243.79",East (Tyler)
2017-02-27 23:00,"2,148.04",Far West (Midland)
2017-02-27 23:00,670.95,North (Wichita Falls)
2017-02-27 23:00,"10,596.91",North Central (DFW)
2017-02-27 23:00,"3,252.52",South (Corpus Christi)
2017-02-27 23:00,"5,682.18",South Central (Austin)
2017-02-27 23:00,"1,011.34",West (Abilene)
2017-02-28 0:00,"10,018.14",Coast (Houston)
2017-02-28 0:00,"1,113.14",East (Tyler)
2017-02-28 0:00,"2,094.64",Far West (Midland)
2017-02-28 0:00,630.61,North (Wichita Falls)
2017-02-28 0:00,"9,586.47",North Central (DFW)
2017-02-28 0:00,"2,954.47",South (Corpus Christi)
2017-02-28 0:00,"5,114.13",South Central (Austin)
2017-02-28 0:00,944.39,West (Abilene)
2017-02-28 1:00,"9,502.50",Coast (Houston)
2017-02-28 1:00,"1,033.71",East (Tyler)
2017-02-28 1:00,"2,065.39",Far West (Midland)
2017-02-28 1:00,608.36,North (Wichita Falls)
2017-02-28 1:00,"8,911.99",North Central (DFW)
2017-02-28 1:00,"2,693.85",South (Corpus Christi)
2017-02-28 1:00,"4,710.24",South Central (Austin)
2017-02-28 1:00,911.26,West (Abilene)
2017-02-28 2:00,"9,157.32",Coast (Houston)
2017-02-28 2:00,990.88,East (Tyler)
2017-02-28 2:00,"2,049.68",Far West (Midland)
2017-02-28 2:00,595.63,North (Wichita Falls)
2017-02-28 2:00,"8,523.65",North Central (DFW)
2017-02-28 2:00,"2,532.91",South (Corpus Christi)
2017-02-28 2:00,"4,480.27",South Central (Austin)
2017-02-28 2:00,893.8,West (Abilene)
2017-02-28 3:00,"8,954.05",Coast (Houston)
2017-02-28 3:00,957.96,East (Tyler)
2017-02-28 3:00,"2,045.27",Far West (Midland)
2017-02-28 3:00,588.79,North (Wichita Falls)
2017-02-28 3:00,"8,287.43",North Central (DFW)
2017-02-28 3:00,"2,442.98",South (Corpus Christi)
2017-02-28 3:00,"4,345.56",South Central (Austin)
2017-02-28 3:00,880.1,West (Abilene)
2017-02-28 4:00,"8,885.67",Coast (Houston)
2017-02-28 4:00,979.19,East (Tyler)
2017-02-28 4:00,"2,047.40",Far West (Midland)
2017-02-28 4:00,586.78,North (Wichita Falls)
2017-02-28 4:00,"8,248.70",North Central (DFW)
2017-02-28 4:00,"2,391.17",South (Corpus Christi)
2017-02-28 4:00,"4,282.70",South Central (Austin)
2017-02-28 4:00,882.11,West (Abilene)
2017-02-28 5:00,"9,030.38",Coast (Houston)
2017-02-28 5:00,998.81,East (Tyler)
2017-02-28 5:00,"2,054.87",Far West (Midland)
2017-02-28 5:00,590.48,North (Wichita Falls)
2017-02-28 5:00,"8,467.70",North Central (DFW)
2017-02-28 5:00,"2,389.20",South (Corpus Christi)
2017-02-28 5:00,"4,346.38",South Central (Austin)
2017-02-28 5:00,893.21,West (Abilene)
2017-02-28 6:00,"9,603.22",Coast (Houston)
2017-02-28 6:00,"1,072.49",East (Tyler)
2017-02-28 6:00,"2,095.21",Far West (Midland)
2017-02-28 6:00,616.82,North (Wichita Falls)
2017-02-28 6:00,"9,218.26",North Central (DFW)
2017-02-28 6:00,"2,506.42",South (Corpus Christi)
2017-02-28 6:00,"4,697.05",South Central (Austin)
2017-02-28 6:00,923.17,West (Abilene)
2017-02-28 7:00,"10,413.21",Coast (Houston)
2017-02-28 7:00,"1,178.44",East (Tyler)
2017-02-28 7:00,"2,175.15",Far West (Midland)
2017-02-28 7:00,677.23,North (Wichita Falls)
2017-02-28 7:00,"10,556.74",North Central (DFW)
2017-02-28 7:00,"2,824.95",South (Corpus Christi)
2017-02-28 7:00,"5,396.38",South Central (Austin)
2017-02-28 7:00,"1,000.38",West (Abilene)
2017-02-28 8:00,"10,553.85",Coast (Houston)
2017-02-28 8:00,"1,241.38",East (Tyler)
2017-02-28 8:00,"2,208.11",Far West (Midland)
2017-02-28 8:00,706.05,North (Wichita Falls)
2017-02-28 8:00,"11,089.13",North Central (DFW)
2017-02-28 8:00,"2,874.44",South (Corpus Christi)
2017-02-28 8:00,"5,650.63",South Central (Austin)
2017-02-28 8:00,"1,028.41",West (Abilene)
2017-02-28 9:00,"10,806.16",Coast (Houston)
2017-02-28 9:00,"1,301.60",East (Tyler)
2017-02-28 9:00,"2,200.55",Far West (Midland)
2017-02-28 9:00,714.24,North (Wichita Falls)
2017-02-28 9:00,"11,168.72",North Central (DFW)
2017-02-28 9:00,"2,921.50",South (Corpus Christi)
2017-02-28 9:00,"5,733.26",South Central (Austin)
2017-02-28 9:00,"1,030.05",West (Abilene)
2017-02-28 10:00,"11,247.27",Coast (Houston)
2017-02-28 10:00,"1,337.90",East (Tyler)
2017-02-28 10:00,"2,209.17",Far West (Midland)
2017-02-28 10:00,727.04,North (Wichita Falls)
2017-02-28 10:00,"11,426.90",North Central (DFW)
2017-02-28 10:00,"3,105.20",South (Corpus Christi)
2017-02-28 10:00,"5,896.89",South Central (Austin)
2017-02-28 10:00,"1,041.50",West (Abilene)
2017-02-28 11:00,"11,763.61",Coast (Houston)
2017-02-28 11:00,"1,392.09",East (Tyler)
2017-02-28 11:00,"2,211.16",Far West (Midland)
2017-02-28 11:00,735.67,North (Wichita Falls)
2017-02-28 11:00,"11,744.26",North Central (DFW)
2017-02-28 11:00,"3,296.96",South (Corpus Christi)
2017-02-28 11:00,"6,043.66",South Central (Austin)
2017-02-28 11:00,"1,056.11",West (Abilene)
2017-02-28 12:00,"12,217.85",Coast (Houston)
2017-02-28 12:00,"1,434.12",East (Tyler)
2017-02-28 12:00,"2,218.17",Far West (Midland)
2017-02-28 12:00,736.93,North (Wichita Falls)
2017-02-28 12:00,"11,931.96",North Central (DFW)
2017-02-28 12:00,"3,483.82",South (Corpus Christi)
2017-02-28 12:00,"6,151.44",South Central (Austin)
2017-02-28 12:00,"1,068.61",West (Abilene)
2017-02-28 13:00,"12,601.14",Coast (Houston)
2017-02-28 13:00,"1,438.93",East (Tyler)
2017-02-28 13:00,"2,216.04",Far West (Midland)
2017-02-28 13:00,733.69,North (Wichita Falls)
2017-02-28 13:00,"12,079.28",North Central (DFW)
2017-02-28 13:00,"3,650.38",South (Corpus Christi)
2017-02-28 13:00,"6,211.95",South Central (Austin)
2017-02-28 13:00,"1,081.33",West (Abilene)
2017-02-28 14:00,"12,893.97",Coast (Houston)
2017-02-28 14:00,"1,462.22",East (Tyler)
2017-02-28 14:00,"2,217.50",Far West (Midland)
2017-02-28 14:00,739.62,North (Wichita Falls)
2017-02-28 14:00,"12,262.58",North Central (DFW)
2017-02-28 14:00,"3,804.92",South (Corpus Christi)
2017-02-28 14:00,"6,253.19",South Central (Austin)
2017-02-28 14:00,"1,098.16",West (Abilene)
2017-02-28 15:00,"12,974.30",Coast (Houston)
2017-02-28 15:00,"1,481.23",East (Tyler)
2017-02-28 15:00,"2,228.15",Far West (Midland)
2017-02-28 15:00,739.87,North (Wichita Falls)
2017-02-28 15:00,"12,359.13",North Central (DFW)
2017-02-28 15:00,"3,950.46",South (Corpus Christi)
2017-02-28 15:00,"6,251.99",South Central (Austin)
2017-02-28 15:00,"1,101.64",West (Abilene)
2017-02-28 16:00,"12,874.02",Coast (Houston)
2017-02-28 16:00,"1,468.49",East (Tyler)
2017-02-28 16:00,"2,224.10",Far West (Midland)
2017-02-28 16:00,732.72,North (Wichita Falls)
2017-02-28 16:00,"12,396.57",North Central (DFW)
2017-02-28 16:00,"4,026.68",South (Corpus Christi)
2017-02-28 16:00,"6,329.79",South Central (Austin)
2017-02-28 16:00,"1,114.97",West (Abilene)
2017-02-28 17:00,"12,666.73",Coast (Houston)
2017-02-28 17:00,"1,445.48",East (Tyler)
2017-02-28 17:00,"2,213.94",Far West (Midland)
2017-02-28 17:00,738.49,North (Wichita Falls)
2017-02-28 17:00,"12,396.23",North Central (DFW)
2017-02-28 17:00,"4,025.91",South (Corpus Christi)
2017-02-28 17:00,"6,426.76",South Central (Austin)
2017-02-28 17:00,"1,123.16",West (Abilene)
2017-02-28 18:00,"12,418.61",Coast (Houston)
2017-02-28 18:00,"1,430.34",East (Tyler)
2017-02-28 18:00,"2,207.96",Far West (Midland)
2017-02-28 18:00,741.99,North (Wichita Falls)
2017-02-28 18:00,"12,460.72",North Central (DFW)
2017-02-28 18:00,"3,879.65",South (Corpus Christi)
2017-02-28 18:00,"6,500.81",South Central (Austin)
2017-02-28 18:00,"1,113.07",West (Abilene)
2017-02-28 19:00,"12,528.86",Coast (Houston)
2017-02-28 19:00,"1,442.97",East (Tyler)
2017-02-28 19:00,"2,225.39",Far West (Midland)
2017-02-28 19:00,768.41,North (Wichita Falls)
2017-02-28 19:00,"12,946.87",North Central (DFW)
2017-02-28 19:00,"3,760.81",South (Corpus Christi)
2017-02-28 19:00,"6,725.40",South Central (Austin)
2017-02-28 19:00,"1,132.70",West (Abilene)
2017-02-28 20:00,"12,565.57",Coast (Houston)
2017-02-28 20:00,"1,500.38",East (Tyler)
2017-02-28 20:00,"2,275.38",Far West (Midland)
2017-02-28 20:00,777.02,North (Wichita Falls)
2017-02-28 20:00,"13,184.59",North Central (DFW)
2017-02-28 20:00,"3,753.67",South (Corpus Christi)
2017-02-28 20:00,"6,892.58",South Central (Austin)
2017-02-28 20:00,"1,155.59",West (Abilene)
2017-02-28 21:00,"12,275.93",Coast (Houston)
2017-02-28 21:00,"1,458.74",East (Tyler)
2017-02-28 21:00,"2,255.53",Far West (Midland)
2017-02-28 21:00,761.83,North (Wichita Falls)
2017-02-28 21:00,"12,898.08",North Central (DFW)
2017-02-28 21:00,"3,620.85",South (Corpus Christi)
2017-02-28 21:00,"6,695.16",South Central (Austin)
2017-02-28 21:00,"1,128.68",West (Abilene)
2017-02-28 22:00,"11,837.82",Coast (Houston)
2017-02-28 22:00,"1,392.33",East (Tyler)
2017-02-28 22:00,"2,215.98",Far West (Midland)
2017-02-28 22:00,731.68,North (Wichita Falls)
2017-02-28 22:00,"12,335.04",North Central (DFW)
2017-02-28 22:00,"3,447.92",South (Corpus Christi)
2017-02-28 22:00,"6,283.04",South Central (Austin)
2017-02-28 22:00,"1,077.44",West (Abilene)
2017-02-28 23:00,"11,093.38",Coast (Houston)
2017-02-28 23:00,"1,287.00",East (Tyler)
2017-02-28 23:00,"2,159.12",Far West (Midland)
2017-02-28 23:00,688.69,North (Wichita Falls)
2017-02-28 23:00,"11,403.72",North Central (DFW)
2017-02-28 23:00,"3,194.43",South (Corpus Christi)
2017-02-28 23:00,"5,715.29",South Central (Austin)
2017-02-28 23:00,"1,009.69",West (Abilene)
2017-03-01 0:00,"10,280.09",Coast (Houston)
2017-03-01 0:00,"1,186.59",East (Tyler)
2017-03-01 0:00,"2,101.48",Far West (Midland)
2017-03-01 0:00,647.79,North (Wichita Falls)
2017-03-01 0:00,"10,249.16",North Central (DFW)
2017-03-01 0:00,"2,897.50",South (Corpus Christi)
2017-03-01 0:00,"5,136.79",South Central (Austin)
2017-03-01 0:00,943.57,West (Abilene)
2017-03-01 1:00,"9,660.61",Coast (Houston)
2017-03-01 1:00,"1,113.92",East (Tyler)
2017-03-01 1:00,"2,050.87",Far West (Midland)
2017-03-01 1:00,618.65,North (Wichita Falls)
2017-03-01 1:00,"9,419.28",North Central (DFW)
2017-03-01 1:00,"2,719.24",South (Corpus Christi)
2017-03-01 1:00,"4,699.85",South Central (Austin)
2017-03-01 1:00,900.31,West (Abilene)
2017-03-01 2:00,"9,327.05",Coast (Houston)
2017-03-01 2:00,"1,029.91",East (Tyler)
2017-03-01 2:00,"2,030.61",Far West (Midland)
2017-03-01 2:00,603.2,North (Wichita Falls)
2017-03-01 2:00,"8,989.42",North Central (DFW)
2017-03-01 2:00,"2,585.30",South (Corpus Christi)
2017-03-01 2:00,"4,443.50",South Central (Austin)
2017-03-01 2:00,880.49,West (Abilene)
2017-03-01 3:00,"9,118.95",Coast (Houston)
2017-03-01 3:00,"1,005.72",East (Tyler)
2017-03-01 3:00,"2,023.90",Far West (Midland)
2017-03-01 3:00,596.15,North (Wichita Falls)
2017-03-01 3:00,"8,626.24",North Central (DFW)
2017-03-01 3:00,"2,490.13",South (Corpus Christi)
2017-03-01 3:00,"4,270.44",South Central (Austin)
2017-03-01 3:00,867.63,West (Abilene)
2017-03-01 4:00,"9,029.51",Coast (Houston)
2017-03-01 4:00,"1,010.80",East (Tyler)
2017-03-01 4:00,"2,025.02",Far West (Midland)
2017-03-01 4:00,593.89,North (Wichita Falls)
2017-03-01 4:00,"8,423.09",North Central (DFW)
2017-03-01 4:00,"2,421.53",South (Corpus Christi)
2017-03-01 4:00,"4,229.98",South Central (Austin)
2017-03-01 4:00,863.62,West (Abilene)
2017-03-01 5:00,"9,113.69",Coast (Houston)
2017-03-01 5:00,"1,019.33",East (Tyler)
2017-03-01 5:00,"2,023.56",Far West (Midland)
2017-03-01 5:00,597.05,North (Wichita Falls)
2017-03-01 5:00,"8,466.03",North Central (DFW)
2017-03-01 5:00,"2,387.62",South (Corpus Christi)
2017-03-01 5:00,"4,317.53",South Central (Austin)
2017-03-01 5:00,871.32,West (Abilene)
2017-03-01 6:00,"9,618.66",Coast (Houston)
2017-03-01 6:00,"1,062.73",East (Tyler)
2017-03-01 6:00,"2,058.13",Far West (Midland)
2017-03-01 6:00,623.93,North (Wichita Falls)
2017-03-01 6:00,"9,049.14",North Central (DFW)
2017-03-01 6:00,"2,477.95",South (Corpus Christi)
2017-03-01 6:00,"4,640.39",South Central (Austin)
2017-03-01 6:00,917.3,West (Abilene)
2017-03-01 7:00,"10,330.24",Coast (Houston)
2017-03-01 7:00,"1,179.53",East (Tyler)
2017-03-01 7:00,"2,141.15",Far West (Midland)
2017-03-01 7:00,698.19,North (Wichita Falls)
2017-03-01 7:00,"10,278.94",North Central (DFW)
2017-03-01 7:00,"2,774.97",South (Corpus Christi)
2017-03-01 7:00,"5,286.22",South Central (Austin)
2017-03-01 7:00,"1,018.77",West (Abilene)
2017-03-01 8:00,"10,447.69",Coast (Houston)
2017-03-01 8:00,"1,211.45",East (Tyler)
2017-03-01 8:00,"2,178.19",Far West (Midland)
2017-03-01 8:00,724.14,North (Wichita Falls)
2017-03-01 8:00,"10,644.22",North Central (DFW)
2017-03-01 8:00,"2,819.24",South (Corpus Christi)
2017-03-01 8:00,"5,387.60",South Central (Austin)
2017-03-01 8:00,"1,055.49",West (Abilene)
2017-03-01 9:00,"10,688.41",Coast (Houston)
2017-03-01 9:00,"1,201.41",East (Tyler)
2017-03-01 9:00,"2,179.22",Far West (Midland)
2017-03-01 9:00,728.38,North (Wichita Falls)
2017-03-01 9:00,"10,728.29",North Central (DFW)
2017-03-01 9:00,"2,891.04",South (Corpus Christi)
2017-03-01 9:00,"5,374.98",South Central (Austin)
2017-03-01 9:00,"1,047.93",West (Abilene)
2017-03-01 10:00,"11,381.09",Coast (Houston)
2017-03-01 10:00,"1,210.20",East (Tyler)
2017-03-01 10:00,"2,205.97",Far West (Midland)
2017-03-01 10:00,739.77,North (Wichita Falls)
2017-03-01 10:00,"10,913.83",North Central (DFW)
2017-03-01 10:00,"3,076.41",South (Corpus Christi)
2017-03-01 10:00,"5,462.70",South Central (Austin)
2017-03-01 10:00,"1,061.84",West (Abilene)
2017-03-01 11:00,"11,957.39",Coast (Houston)
2017-03-01 11:00,"1,229.21",East (Tyler)
2017-03-01 11:00,"2,196.00",Far West (Midland)
2017-03-01 11:00,739.81,North (Wichita Falls)
2017-03-01 11:00,"11,072.21",North Central (DFW)
2017-03-01 11:00,"3,250.49",South (Corpus Christi)
2017-03-01 11:00,"5,578.91",South Central (Austin)
2017-03-01 11:00,"1,068.80",West (Abilene)
2017-03-01 12:00,"12,383.16",Coast (Houston)
2017-03-01 12:00,"1,228.71",East (Tyler)
2017-03-01 12:00,"2,174.05",Far West (Midland)
2017-03-01 12:00,732.1,North (Wichita Falls)
2017-03-01 12:00,"11,079.93",North Central (DFW)
2017-03-01 12:00,"3,398.79",South (Corpus Christi)
2017-03-01 12:00,"5,657.10",South Central (Austin)
2017-03-01 12:00,"1,064.80",West (Abilene)
2017-03-01 13:00,"12,682.24",Coast (Houston)
2017-03-01 13:00,"1,290.73",East (Tyler)
2017-03-01 13:00,"2,145.24",Far West (Midland)
2017-03-01 13:00,722.42,North (Wichita Falls)
2017-03-01 13:00,"10,988.97",North Central (DFW)
2017-03-01 13:00,"3,468.86",South (Corpus Christi)
2017-03-01 13:00,"5,683.14",South Central (Austin)
2017-03-01 13:00,"1,055.42",West (Abilene)
2017-03-01 14:00,"12,896.55",Coast (Houston)
2017-03-01 14:00,"1,243.74",East (Tyler)
2017-03-01 14:00,"2,150.40",Far West (Midland)
2017-03-01 14:00,719.69,North (Wichita Falls)
2017-03-01 14:00,"11,021.65",North Central (DFW)
2017-03-01 14:00,"3,525.77",South (Corpus Christi)
2017-03-01 14:00,"5,744.45",South Central (Austin)
2017-03-01 14:00,"1,051.68",West (Abilene)
2017-03-01 15:00,"12,727.88",Coast (Houston)
2017-03-01 15:00,"1,293.06",East (Tyler)
2017-03-01 15:00,"2,133.41",Far West (Midland)
2017-03-01 15:00,708,North (Wichita Falls)
2017-03-01 15:00,"10,919.49",North Central (DFW)
2017-03-01 15:00,"3,597.42",South (Corpus Christi)
2017-03-01 15:00,"5,783.43",South Central (Austin)
2017-03-01 15:00,"1,042.66",West (Abilene)
2017-03-01 16:00,"12,215.47",Coast (Houston)
2017-03-01 16:00,"1,256.60",East (Tyler)
2017-03-01 16:00,"2,126.85",Far West (Midland)
2017-03-01 16:00,696.68,North (Wichita Falls)
2017-03-01 16:00,"10,816.23",North Central (DFW)
2017-03-01 16:00,"3,635.78",South (Corpus Christi)
2017-03-01 16:00,"5,819.64",South Central (Austin)
2017-03-01 16:00,"1,032.72",West (Abilene)
2017-03-01 17:00,"11,605.06",Coast (Houston)
2017-03-01 17:00,"1,239.53",East (Tyler)
2017-03-01 17:00,"2,132.12",Far West (Midland)
2017-03-01 17:00,702.36,North (Wichita Falls)
2017-03-01 17:00,"10,847.65",North Central (DFW)
2017-03-01 17:00,"3,617.08",South (Corpus Christi)
2017-03-01 17:00,"5,777.32",South Central (Austin)
2017-03-01 17:00,"1,051.68",West (Abilene)
2017-03-01 18:00,"10,994.40",Coast (Houston)
2017-03-01 18:00,"1,237.72",East (Tyler)
2017-03-01 18:00,"2,115.87",Far West (Midland)
2017-03-01 18:00,711.18,North (Wichita Falls)
2017-03-01 18:00,"10,882.95",North Central (DFW)
2017-03-01 18:00,"3,455.13",South (Corpus Christi)
2017-03-01 18:00,"5,718.77",South Central (Austin)
2017-03-01 18:00,"1,061.12",West (Abilene)
2017-03-01 19:00,"10,997.50",Coast (Houston)
2017-03-01 19:00,"1,269.00",East (Tyler)
2017-03-01 19:00,"2,134.16",Far West (Midland)
2017-03-01 19:00,747.14,North (Wichita Falls)
2017-03-01 19:00,"11,289.73",North Central (DFW)
2017-03-01 19:00,"3,407.17",South (Corpus Christi)
2017-03-01 19:00,"5,831.62",South Central (Austin)
2017-03-01 19:00,"1,080.25",West (Abilene)
2017-03-01 20:00,"10,995.83",Coast (Houston)
2017-03-01 20:00,"1,289.14",East (Tyler)
2017-03-01 20:00,"2,197.61",Far West (Midland)
2017-03-01 20:00,764.27,North (Wichita Falls)
2017-03-01 20:00,"11,683.61",North Central (DFW)
2017-03-01 20:00,"3,429.38",South (Corpus Christi)
2017-03-01 20:00,"5,983.30",South Central (Austin)
2017-03-01 20:00,"1,114.53",West (Abilene)
2017-03-01 21:00,"10,639.43",Coast (Houston)
2017-03-01 21:00,"1,266.71",East (Tyler)
2017-03-01 21:00,"2,211.45",Far West (Midland)
2017-03-01 21:00,761.33,North (Wichita Falls)
2017-03-01 21:00,"11,610.01",North Central (DFW)
2017-03-01 21:00,"3,334.36",South (Corpus Christi)
2017-03-01 21:00,"5,858.76",South Central (Austin)
2017-03-01 21:00,"1,107.38",West (Abilene)
2017-03-01 22:00,"10,142.74",Coast (Houston)
2017-03-01 22:00,"1,212.53",East (Tyler)
2017-03-01 22:00,"2,196.52",Far West (Midland)
2017-03-01 22:00,753.64,North (Wichita Falls)
2017-03-01 22:00,"11,205.02",North Central (DFW)
2017-03-01 22:00,"3,140.67",South (Corpus Christi)
2017-03-01 22:00,"5,566.31",South Central (Austin)
2017-03-01 22:00,"1,090.16",West (Abilene)
2017-03-01 23:00,"9,433.81",Coast (Houston)
2017-03-01 23:00,"1,134.00",East (Tyler)
2017-03-01 23:00,"2,167.83",Far West (Midland)
2017-03-01 23:00,727.03,North (Wichita Falls)
2017-03-01 23:00,"10,460.34",North Central (DFW)
2017-03-01 23:00,"2,870.76",South (Corpus Christi)
2017-03-01 23:00,"5,109.67",South Central (Austin)
2017-03-01 23:00,"1,051.88",West (Abilene)
2017-03-02 0:00,"8,676.98",Coast (Houston)
2017-03-02 0:00,"1,068.63",East (Tyler)
2017-03-02 0:00,"2,127.48",Far West (Midland)
2017-03-02 0:00,693,North (Wichita Falls)
2017-03-02 0:00,"9,686.11",North Central (DFW)
2017-03-02 0:00,"2,552.94",South (Corpus Christi)
2017-03-02 0:00,"4,638.92",South Central (Austin)
2017-03-02 0:00,"1,006.35",West (Abilene)
2017-03-02 1:00,"8,116.72",Coast (Houston)
2017-03-02 1:00,"1,016.47",East (Tyler)
2017-03-02 1:00,"2,105.05",Far West (Midland)
2017-03-02 1:00,690.13,North (Wichita Falls)
2017-03-02 1:00,"9,294.35",North Central (DFW)
2017-03-02 1:00,"2,299.66",South (Corpus Christi)
2017-03-02 1:00,"4,331.10",South Central (Austin)
2017-03-02 1:00,977.88,West (Abilene)
2017-03-02 2:00,"7,829.49",Coast (Houston)
2017-03-02 2:00,"1,032.11",East (Tyler)
2017-03-02 2:00,"2,098.95",Far West (Midland)
2017-03-02 2:00,688.65,North (Wichita Falls)
2017-03-02 2:00,"9,110.55",North Central (DFW)
2017-03-02 2:00,"2,155.92",South (Corpus Christi)
2017-03-02 2:00,"4,193.03",South Central (Austin)
2017-03-02 2:00,971.18,West (Abilene)
2017-03-02 3:00,"7,714.77",Coast (Houston)
2017-03-02 3:00,"1,034.28",East (Tyler)
2017-03-02 3:00,"2,101.86",Far West (Midland)
2017-03-02 3:00,697.36,North (Wichita Falls)
2017-03-02 3:00,"9,090.24",North Central (DFW)
2017-03-02 3:00,"2,073.57",South (Corpus Christi)
2017-03-02 3:00,"4,132.83",South Central (Austin)
2017-03-02 3:00,977.74,West (Abilene)
2017-03-02 4:00,"7,666.95",Coast (Houston)
2017-03-02 4:00,"1,043.55",East (Tyler)
2017-03-02 4:00,"2,104.08",Far West (Midland)
2017-03-02 4:00,708.72,North (Wichita Falls)
2017-03-02 4:00,"9,331.32",North Central (DFW)
2017-03-02 4:00,"2,044.79",South (Corpus Christi)
2017-03-02 4:00,"4,166.79",South Central (Austin)
2017-03-02 4:00,994.34,West (Abilene)
2017-03-02 5:00,"7,896.18",Coast (Houston)
2017-03-02 5:00,"1,083.56",East (Tyler)
2017-03-02 5:00,"2,129.90",Far West (Midland)
2017-03-02 5:00,734.98,North (Wichita Falls)
2017-03-02 5:00,"9,888.21",North Central (DFW)
2017-03-02 5:00,"2,070.91",South (Corpus Christi)
2017-03-02 5:00,"4,340.66",South Central (Austin)
2017-03-02 5:00,"1,025.68",West (Abilene)
2017-03-02 6:00,"8,537.89",Coast (Houston)
2017-03-02 6:00,"1,189.66",East (Tyler)
2017-03-02 6:00,"2,182.95",Far West (Midland)
2017-03-02 6:00,794.97,North (Wichita Falls)
2017-03-02 6:00,"11,099.07",North Central (DFW)
2017-03-02 6:00,"2,220.26",South (Corpus Christi)
2017-03-02 6:00,"4,851.65",South Central (Austin)
2017-03-02 6:00,"1,095.89",West (Abilene)
2017-03-02 7:00,"9,463.82",Coast (Houston)
2017-03-02 7:00,"1,382.99",East (Tyler)
2017-03-02 7:00,"2,277.02",Far West (Midland)
2017-03-02 7:00,886.78,North (Wichita Falls)
2017-03-02 7:00,"12,980.57",North Central (DFW)
2017-03-02 7:00,"2,565.76",South (Corpus Christi)
2017-03-02 7:00,"5,694.99",South Central (Austin)
2017-03-02 7:00,"1,221.72",West (Abilene)
2017-03-02 8:00,"9,651.55",Coast (Houston)
2017-03-02 8:00,"1,393.28",East (Tyler)
2017-03-02 8:00,"2,299.67",Far West (Midland)
